"distance","placeName","distanceNumber","hotelId","hotelLocation"
"518m","Fun Empire",518,995031,"Geylang"
"549m","Aljunied",549,995031,"Geylang"
"619m","Sri Krishna Mandir",619,995031,"Geylang"
"654m","Khadijah Mosque",654,995031,"Geylang"
"668m","Tick Tack Toe Foot Spa",668,995031,"Geylang"
"17.7km","Singapore Changi Airport",17700,52991322,"Geylang"
"23.3km","Woodlands Train Checkpoint",23330,52991322,"Geylang"
"1.6km","Geylang",1560,52991322,"Geylang"
"232m","Masjid Haji Mohd Salleh",232,52991322,"Geylang"
"305m","Fun Empire",305,52991322,"Geylang"
"322m","Kang Ha Pheng Sim Kok",322,52991322,"Geylang"
"389m","Gymkraft",389,52991322,"Geylang"
"429m","g.spa Fitness and Recreation Hub",429,52991322,"Geylang"
"610m","Encounter - Real life Suspense Game",610,52991322,"Geylang"
"754m","Aljunied",754,52991322,"Geylang"
"821m","Singapore Sports Hub",821,52991322,"Geylang"
"862m","Sri Krishna Mandir",862,52991322,"Geylang"
"872m","Zhen Man Fruit Juice",872,52991322,"Geylang"
"17.8km","Singapore Changi Airport",17780,687637,"Geylang"
"23.4km","Woodlands Train Checkpoint",23420,687637,"Geylang"
"870m","Mountbatten",870,687637,"Geylang"
"1.1km","Kallang",1100,687637,"Geylang"
"1.7km","Geylang",1660,687637,"Geylang"
"253m","Fun Empire",253,687637,"Geylang"
"289m","Masjid Haji Mohd Salleh",289,687637,"Geylang"
"355m","Gymkraft",355,687637,"Geylang"
"389m","Kang Ha Pheng Sim Kok",389,687637,"Geylang"
"406m","g.spa Fitness and Recreation Hub",406,687637,"Geylang"
"626m","Encounter - Real life Suspense Game",626,687637,"Geylang"
"755m","Singapore Sports Hub",755,687637,"Geylang"
"802m","Aljunied",802,687637,"Geylang"
"834m","Zhen Man Fruit Juice",834,687637,"Geylang"
"843m","OCBC Aquatic Centre",843,687637,"Geylang"
"20.2km","Singapore Changi Airport",20190,97351830,"Lavender"
"24.5km","Woodlands Train Checkpoint",24500,97351830,"Lavender"
"540m","Lavender",540,97351830,"Lavender"
"620m","Bendemeer MRT",620,97351830,"Lavender"
"340m","Lavender",340,97351830,"Lavender"
"67m","Wellaholic (Lavender Outlet)",67,97351830,"Lavender"
"104m","Boulder+",104,97351830,"Lavender"
"245m","Sushi Bee",245,97351830,"Lavender"
"314m","Sri Manmatha Karuneshvarar Temple",314,97351830,"Lavender"
"331m","Jalan Besar Stadium",331,97351830,"Lavender"
"357m","Soon Kee Boneless Lor Duck Rice",357,97351830,"Lavender"
"403m","Thekchen Choling",403,97351830,"Lavender"
"405m","Jalan Besar Swimming Complex",405,97351830,"Lavender"
"552m","Putian Tiandao Church",552,97351830,"Lavender"
"578m","Malabar Mosque",578,97351830,"Lavender"
"19km","Singapore Changi Airport",18990,82699791,"Kallang"
"25.3km","Woodlands Train Checkpoint",25310,82699791,"Kallang"
"650m","Nicoll Highway",650,82699791,"Kallang"
"990m","Lavender",990,82699791,"Kallang"
"2.1km","Kallang",2060,82699791,"Kallang"
"173m","1965 Craft Beer",173,82699791,"Kallang"
"234m","Golden Mile Tower",234,82699791,"Kallang"
"300m","Hajjah Fatimah Mosque",300,82699791,"Kallang"
"474m","MAM Holidays Singapore",474,82699791,"Kallang"
"490m","Xi Yuan Foot Spa",490,82699791,"Kallang"
"519m","Museum of Independent Music, Singapore",519,82699791,"Kallang"
"543m","Alsagoff Arab School",543,82699791,"Kallang"
"600m","Malabar Mosque",600,82699791,"Kallang"
"618m","Malay Heritage Centre",618,82699791,"Kallang"
"632m","Sushi Bee",632,82699791,"Kallang"
"19.5km","Singapore Changi Airport",19530,687511,"Bugis"
"27km","Woodlands Train Checkpoint",27030,687511,"Bugis"
"530m","Esplanade",530,687511,"Bugis"
"590m","Bugis",590,687511,"Bugis"
"880m","Bugis",880,687511,"Bugis"
"87m","Spa Club At Beach Road",87,687511,"Bugis"
"90m","DrSpa",90,687511,"Bugis"
"173m","Unravel",173,687511,"Bugis"
"206m","Pine Spa",206,687511,"Bugis"
"235m","Rabbit Owl Depot",235,687511,"Bugis"
"237m","Twenty.Six@Purvis",237,687511,"Bugis"
"242m","GOURMETbus",242,687511,"Bugis"
"242m","Dream Drive Pte Ltd",242,687511,"Bugis"
"242m","Cool de Sac Play Centre",242,687511,"Bugis"
"242m","Singapore Trolley",242,687511,"Bugis"
"19.5km","Singapore Changi Airport",19510,999188,"Bugis"
"27km","Woodlands Train Checkpoint",27010,999188,"Bugis"
"550m","Esplanade",550,999188,"Bugis"
"570m","Bugis",570,999188,"Bugis"
"860m","Bugis",860,999188,"Bugis"
"69m","DrSpa",69,999188,"Bugis"
"91m","Spa Club At Beach Road",91,999188,"Bugis"
"156m","Unravel",156,999188,"Bugis"
"207m","Pine Spa",207,999188,"Bugis"
"228m","Rabbit Owl Depot",228,999188,"Bugis"
"241m","Twenty.Six@Purvis",241,999188,"Bugis"
"243m","InterContinental Singapore Heritage Trail",243,999188,"Bugis"
"263m","GOURMETbus",263,999188,"Bugis"
"263m","Dream Drive Pte Ltd",263,999188,"Bugis"
"263m","Cool de Sac Play Centre",263,999188,"Bugis"
"19.6km","Singapore Changi Airport",19600,23790149,"Bugis"
"25.6km","Woodlands Train Checkpoint",25570,23790149,"Bugis"
"540m","Bugis",540,23790149,"Bugis"
"700m","Nicoll Highway",700,23790149,"Bugis"
"780m","Bugis",780,23790149,"Bugis"
"33m","Museum of Independent Music, Singapore",33,23790149,"Bugis"
"120m","Trapped",120,23790149,"Bugis"
"145m","The Gem Museum",145,23790149,"Bugis"
"159m","Xi Yuan Foot Spa",159,23790149,"Bugis"
"161m","Spa@ThePlaza",161,23790149,"Bugis"
"161m","St Gregory Javana Spa",161,23790149,"Bugis"
"162m","Children Little Museum",162,23790149,"Bugis"
"167m","Malay Heritage Centre",167,23790149,"Bugis"
"197m","Sultan's Gate",197,23790149,"Bugis"
"215m","Alsagoff Arab School",215,23790149,"Bugis"
"19km","Singapore Changi Airport",18990,70971166,"Bugis"
"25.4km","Woodlands Train Checkpoint",25380,70971166,"Bugis"
"440m","Nicoll Highway",440,70971166,"Bugis"
"800m","Bugis",800,70971166,"Bugis"
"1.1km","Bugis",1100,70971166,"Bugis"
"37m","Hajjah Fatimah Mosque",37,70971166,"Bugis"
"146m","Golden Mile Tower",146,70971166,"Bugis"
"156m","1965 Craft Beer",156,70971166,"Bugis"
"182m","Xi Yuan Foot Spa",182,70971166,"Bugis"
"201m","MAM Holidays Singapore",201,70971166,"Bugis"
"216m","Museum of Independent Music, Singapore",216,70971166,"Bugis"
"249m","Alsagoff Arab School",249,70971166,"Bugis"
"306m","Malay Heritage Centre",306,70971166,"Bugis"
"328m","Sultan's Gate",328,70971166,"Bugis"
"332m","Trapped",332,70971166,"Bugis"
"19.4km","Singapore Changi Airport",19360,687496,"Little India"
"20.8km","Woodlands Train Checkpoint",20800,687496,"Little India"
"180m","Jalan Besar MRT",180,687496,"Little India"
"440m","Rochor",440,687496,"Little India"
"810m","Little India",810,687496,"Little India"
"178m","Singapore Footprints",178,687496,"Little India"
"181m","Church of True Light",181,687496,"Little India"
"229m","Abdul Gaffoor Mosque",229,687496,"Little India"
"238m","Masjid Abdul Gafoor",238,687496,"Little India"
"252m","Tools of Old Singapore",252,687496,"Little India"
"257m","Kampong Kapor Methodist Church",257,687496,"Little India"
"260m","Our Lady of Lourdes Church",260,687496,"Little India"
"276m","Post-Museum",276,687496,"Little India"
"367m","Amrita Ayurveda and Yoga",367,687496,"Little India"
"371m","Indian Heritage Centre",371,687496,"Little India"
"19.1km","Singapore Changi Airport",19140,687578,"Little India"
"20.6km","Woodlands Train Checkpoint",20590,687578,"Little India"
"230m","Rochor",230,687578,"Little India"
"320m","Jalan Besar MRT",320,687578,"Little India"
"1km","Little India",1020,687578,"Little India"
"127m","Our Lady of Lourdes Church",127,687578,"Little India"
"183m","Abdul Gaffoor Mosque",183,687578,"Little India"
"192m","Masjid Abdul Gafoor",192,687578,"Little India"
"195m","Church of True Light",195,687578,"Little India"
"212m","Singapore Footprints",212,687578,"Little India"
"221m","Tools of Old Singapore",221,687578,"Little India"
"251m","Rochor Canal",251,687578,"Little India"
"354m","Kampong Kapor Methodist Church",354,687578,"Little India"
"369m","Xcape Singapore",369,687578,"Little India"
"375m","Arab Street",375,687578,"Little India"
"15.8km","Singapore Changi Airport",15750,1725985,"Lavender"
"17.8km","Woodlands Train Checkpoint",17750,1725985,"Lavender"
"390m","Bendemeer MRT",390,1725985,"Lavender"
"610m","Lavender",610,1725985,"Lavender"
"710m","Lavender",710,1725985,"Lavender"
"135m","Thekchen Choling",135,1725985,"Lavender"
"285m","Jalan Besar Stadium",285,1725985,"Lavender"
"314m","Jalan Besar Swimming Complex",314,1725985,"Lavender"
"337m","Wellaholic (Lavender Outlet)",337,1725985,"Lavender"
"340m","Soon Kee Boneless Lor Duck Rice",340,1725985,"Lavender"
"364m","Boulder+",364,1725985,"Lavender"
"413m","Petain Road",413,1725985,"Lavender"
"512m","Sushi Bee",512,1725985,"Lavender"
"514m","Sri Vadapathira Kaliamman Temple",514,1725985,"Lavender"
"522m","Airzone",522,1725985,"Lavender"
"18.8km","Singapore Changi Airport",18760,687791,"Bugis"
"25.4km","Woodlands Train Checkpoint",25390,687791,"Bugis"
"540m","Nicoll Highway",540,687791,"Bugis"
"700m","Bugis",700,687791,"Bugis"
"940m","Bugis",940,687791,"Bugis"
"79m","Museum of Independent Music, Singapore",79,687791,"Bugis"
"184m","Xi Yuan Foot Spa",184,687791,"Bugis"
"196m","Hajjah Fatimah Mosque",196,687791,"Bugis"
"202m","Spa@ThePlaza",202,687791,"Bugis"
"202m","St Gregory Javana Spa",202,687791,"Bugis"
"222m","Golden Mile Tower",222,687791,"Bugis"
"230m","Trapped",230,687791,"Bugis"
"250m","The Gem Museum",250,687791,"Bugis"
"254m","Malay Heritage Centre",254,687791,"Bugis"
"259m","Alsagoff Arab School",259,687791,"Bugis"
"29.7km","Woodlands Train Checkpoint",29740,67684714,"Singapore River"
"160m","Boat Quay",160,67684714,"Singapore River"
"74m","Raffles' Landing Site",74,67684714,"Singapore River"
"96m","The Arts House",96,67684714,"Singapore River"
"111m","Parliament Of Singapore",111,67684714,"Singapore River"
"125m","Black Statue of Raffles",125,67684714,"Singapore River"
"128m","Singapore River",128,67684714,"Singapore River"
"130m","Elgin Bridge",130,67684714,"Singapore River"
"133m","Victoria Concert Hall",133,67684714,"Singapore River"
"134m","Rabbar Entertainment",134,67684714,"Singapore River"
"136m","Asian Civilisations Museum",136,67684714,"Singapore River"
"145m","Urbane Nomads",145,67684714,"Singapore River"
"18.3km","Singapore Changi Airport",18300,995068,"Serangoon"
"22.1km","Woodlands Train Checkpoint",22090,995068,"Serangoon"
"850m","Serangoon",850,995068,"Serangoon"
"1km","Kovan",1000,995068,"Serangoon"
"1km","Serangoon",1020,995068,"Serangoon"
"169m","Tou Mu Kung Temple",169,995068,"Serangoon"
"211m","Smart Craft",211,995068,"Serangoon"
"534m","Paya Lebar Methodist Church",534,995068,"Serangoon"
"644m","Lorong Ah Soo",644,995068,"Serangoon"
"664m","Kancanarama Buddhist Temple",664,995068,"Serangoon"
"875m","Maplewood Park",875,995068,"Serangoon"
"912m","Punggol Minced Pork Noodle",912,995068,"Serangoon"
"1.1km","Soon Huat Cold and Hot Dessert",1102,995068,"Serangoon"
"1.2km","Ramakrishna Mission temple",1212,995068,"Serangoon"
"1.3km","Japanese Cemetery Park",1258,995068,"Serangoon"
"18.3km","Singapore Changi Airport",18280,687484,"Serangoon"
"22.1km","Woodlands Train Checkpoint",22070,687484,"Serangoon"
"910m","Serangoon",910,687484,"Serangoon"
"970m","Kovan",970,687484,"Serangoon"
"1.1km","Serangoon",1060,687484,"Serangoon"
"154m","Tou Mu Kung Temple",154,687484,"Serangoon"
"188m","Smart Craft",188,687484,"Serangoon"
"510m","Paya Lebar Methodist Church",510,687484,"Serangoon"
"651m","Kancanarama Buddhist Temple",651,687484,"Serangoon"
"654m","Lorong Ah Soo",654,687484,"Serangoon"
"891m","Maplewood Park",891,687484,"Serangoon"
"936m","Punggol Minced Pork Noodle",936,687484,"Serangoon"
"1.1km","Soon Huat Cold and Hot Dessert",1122,687484,"Serangoon"
"1.2km","Ramakrishna Mission temple",1198,687484,"Serangoon"
"1.3km","Japanese Cemetery Park",1263,687484,"Serangoon"
"19.7km","Singapore Changi Airport",19730,23987578,"Little India"
"21.2km","Woodlands Train Checkpoint",21160,23987578,"Little India"
"330m","Rochor",330,23987578,"Little India"
"460m","Jalan Besar MRT",460,23987578,"Little India"
"840m","Little India",840,23987578,"Little India"
"7m","Singapore Footprints",7,23987578,"Little India"
"36m","Church of True Light",36,23987578,"Little India"
"115m","Tools of Old Singapore",115,23987578,"Little India"
"121m","Abdul Gaffoor Mosque",121,23987578,"Little India"
"126m","Masjid Abdul Gafoor",126,23987578,"Little India"
"162m","Kampong Kapor Methodist Church",162,23987578,"Little India"
"193m","Indian Heritage Centre",193,23987578,"Little India"
"196m","Campbell Lane",196,23987578,"Little India"
"202m","Amrita Ayurveda and Yoga",202,23987578,"Little India"
"264m","Little India",264,23987578,"Little India"
"19.6km","Singapore Changi Airport",19600,4600894,"Lavender"
"20.8km","Woodlands Train Checkpoint",20840,4600894,"Lavender"
"420m","Bendemeer MRT",420,4600894,"Lavender"
"870m","Lavender",870,4600894,"Lavender"
"710m","Lavender",710,4600894,"Lavender"
"192m","Thekchen Choling",192,4600894,"Lavender"
"335m","Jalan Besar Stadium",335,4600894,"Lavender"
"343m","Boulder+",343,4600894,"Lavender"
"345m","Wellaholic (Lavender Outlet)",345,4600894,"Lavender"
"369m","Jalan Besar Swimming Complex",369,4600894,"Lavender"
"389m","Soon Kee Boneless Lor Duck Rice",389,4600894,"Lavender"
"464m","Petain Road",464,4600894,"Lavender"
"530m","Sushi Bee",530,4600894,"Lavender"
"539m","Sri Vadapathira Kaliamman Temple",539,4600894,"Lavender"
"568m","The Golden Space",568,4600894,"Lavender"
"36.3km","Singapore Changi Airport",36310,2018458,"Jurong"
"19.2km","Woodlands Train Checkpoint",19210,2018458,"Jurong"
"680m","Jurong East",680,2018458,"Jurong"
"1.7km","Chinese Garden",1710,2018458,"Jurong"
"12.6km","Jurong",12630,2018458,"Jurong"
"138m","The Rink at JCube",138,2018458,"Jurong"
"169m","Jurong Regional Library",169,2018458,"Jurong"
"235m","Adrift Anapauo Massage & Spa",235,2018458,"Jurong"
"254m","Joyre TCMedi Spa",254,2018458,"Jurong"
"306m","Jurong Town Hall",306,2018458,"Jurong"
"413m","Seventh Day Adventist Church - Jurong East",413,2018458,"Jurong"
"434m","My Little Giant Kids Indoor Playpark",434,2018458,"Jurong"
"527m","Science Centre Singapore",527,2018458,"Jurong"
"610m","Omni Theatre",610,2018458,"Jurong"
"647m","Kids STOP™",647,2018458,"Jurong"
"17.1km","Singapore Changi Airport",17150,998521,"Bugis"
"18.7km","Woodlands Train Checkpoint",18680,998521,"Bugis"
"260m","Bras Basah",260,998521,"Bugis"
"350m","Bencoolen MRT",350,998521,"Bugis"
"630m","Bugis",630,998521,"Bugis"
"39m","National Library of Singapore",39,998521,"Bugis"
"87m","InterContinental Singapore Heritage Trail",87,998521,"Bugis"
"117m","Rabbit Owl Depot",117,998521,"Bugis"
"126m","National Design Centre",126,998521,"Bugis"
"135m","St Joseph's Church (Victoria Street)",135,998521,"Bugis"
"163m","Unravel",163,998521,"Bugis"
"181m","Mint Museum of Toys",181,998521,"Bugis"
"189m","Filmgarde",189,998521,"Bugis"
"201m","Manekineko Bugis+",201,998521,"Bugis"
"207m","Pine Spa",207,998521,"Bugis"
"19.1km","Singapore Changi Airport",19130,1048889,"Bugis"
"26.4km","Woodlands Train Checkpoint",26350,1048889,"Bugis"
"280m","Bugis",280,1048889,"Bugis"
"710m","City Hall",710,1048889,"Bugis"
"630m","Bugis",630,1048889,"Bugis"
"103m","DrSpa",103,1048889,"Bugis"
"149m","Unravel",149,1048889,"Bugis"
"169m","Parkview Square",169,1048889,"Bugis"
"187m","The Cat Cafe - Bugis",187,1048889,"Bugis"
"193m","A&A Wellness Spa",193,1048889,"Bugis"
"207m","InterContinental Singapore Heritage Trail",207,1048889,"Bugis"
"224m","Filmgarde",224,1048889,"Bugis"
"230m","Xcape Singapore",230,1048889,"Bugis"
"231m","Spa Club At Beach Road",231,1048889,"Bugis"
"269m","Manekineko Bugis+",269,1048889,"Bugis"
"20km","Singapore Changi Airport",20000,2205665,"Marina Bay"
"21.8km","Woodlands Train Checkpoint",21840,2205665,"Marina Bay"
"90m","City Hall",90,2205665,"Marina Bay"
"530m","Bras Basah",530,2205665,"Marina Bay"
"810m","Marina Bay",810,2205665,"Marina Bay"
"76m","Willow Stream Spa",76,2205665,"Marina Bay"
"131m","Chijmes",131,2205665,"Marina Bay"
"149m","Lalin Gallery",149,2205665,"Marina Bay"
"181m","Chan Hampe Galleries",181,2205665,"Marina Bay"
"181m","Estheva Spa",181,2205665,"Marina Bay"
"191m","LifeSpa",191,2205665,"Marina Bay"
"198m","Singapore Free Walks",198,2205665,"Marina Bay"
"210m","Capitol Theatre",210,2205665,"Marina Bay"
"217m","Carlton",217,2205665,"Marina Bay"
"233m","Civilian War Memorial",233,2205665,"Marina Bay"
"21km","Singapore Changi Airport",21010,687481,"Balestier"
"19.2km","Woodlands Train Checkpoint",19240,687481,"Balestier"
"1.5km","Novena",1480,687481,"Balestier"
"1.5km","Boon Keng",1540,687481,"Balestier"
"990m","Balestier",990,687481,"Balestier"
"392m","Masjid Hajjah Rahimabi Kebun Limau",392,687481,"Balestier"
"652m","Thong Teck Sian Tong Lian Sin Sia",652,687481,"Balestier"
"780m","Deepavali Celebrations",780,687481,"Balestier"
"796m","Central Sikh Temple",796,687481,"Balestier"
"837m","Kidz Amaze",837,687481,"Balestier"
"889m","The Golden Space",889,687481,"Balestier"
"893m","Sante Express Foot Spa",893,687481,"Balestier"
"900m","Leong San See Temple",900,687481,"Balestier"
"916m","Sri Vadapathira Kaliamman Temple",916,687481,"Balestier"
"922m","Sakya Muni Buddha Gaya Temple",922,687481,"Balestier"
"21km","Singapore Changi Airport",21010,1715416,"Balestier"
"19.2km","Woodlands Train Checkpoint",19250,1715416,"Balestier"
"1.5km","Novena",1480,1715416,"Balestier"
"1.5km","Boon Keng",1530,1715416,"Balestier"
"1km","Balestier",1000,1715416,"Balestier"
"401m","Masjid Hajjah Rahimabi Kebun Limau",401,1715416,"Balestier"
"656m","Thong Teck Sian Tong Lian Sin Sia",656,1715416,"Balestier"
"772m","Deepavali Celebrations",772,1715416,"Balestier"
"792m","Central Sikh Temple",792,1715416,"Balestier"
"846m","Kidz Amaze",846,1715416,"Balestier"
"881m","The Golden Space",881,1715416,"Balestier"
"885m","Sante Express Foot Spa",885,1715416,"Balestier"
"892m","Leong San See Temple",892,1715416,"Balestier"
"908m","Sri Vadapathira Kaliamman Temple",908,1715416,"Balestier"
"914m","Sakya Muni Buddha Gaya Temple",914,1715416,"Balestier"
"20.3km","Singapore Changi Airport",20310,687675,"Balestier"
"24km","Woodlands Train Checkpoint",23960,687675,"Balestier"
"1.5km","Novena",1470,687675,"Balestier"
"1.5km","Farrer Park",1500,687675,"Balestier"
"1.1km","Balestier",1090,687675,"Balestier"
"465m","Masjid Hajjah Rahimabi Kebun Limau",465,687675,"Balestier"
"697m","Deepavali Celebrations",697,687675,"Balestier"
"727m","Central Sikh Temple",727,687675,"Balestier"
"727m","Thong Teck Sian Tong Lian Sin Sia",727,687675,"Balestier"
"805m","The Golden Space",805,687675,"Balestier"
"816m","Leong San See Temple",816,687675,"Balestier"
"832m","Sri Vadapathira Kaliamman Temple",832,687675,"Balestier"
"838m","Sakya Muni Buddha Gaya Temple",838,687675,"Balestier"
"846m","Sante Express Foot Spa",846,687675,"Balestier"
"858m","Kinetics Climbing Gym",858,687675,"Balestier"
"23.1km","Singapore Changi Airport",23140,2623716,"Chinatown"
"29.5km","Woodlands Train Checkpoint",29460,2623716,"Chinatown"
"210m","Chinatown",210,2623716,"Chinatown"
"600m","Telok Ayer",600,2623716,"Chinatown"
"960m","Chinatown",960,2623716,"Chinatown"
"56m","Orient Health Management",56,2623716,"Chinatown"
"78m","NIWADO (TCM) WELLNESS",78,2623716,"Chinatown"
"118m","Jamae Mosque",118,2623716,"Chinatown"
"125m","Tai Cha Mixed Veg Rice & Porridge",125,2623716,"Chinatown"
"128m","Tamoya",128,2623716,"Chinatown"
"129m","SL II Muffin",129,2623716,"Chinatown"
"130m","Singapore Coins And Notes Museum",130,2623716,"Chinatown"
"135m","Heading Home (Rickshaw)",135,2623716,"Chinatown"
"143m","Chinatown Heritage Centre",143,2623716,"Chinatown"
"145m","The Oriental Spa Chamber",145,2623716,"Chinatown"
"22.4km","Singapore Changi Airport",22350,13385490,"Chinatown"
"29.6km","Woodlands Train Checkpoint",29610,13385490,"Chinatown"
"280m","Chinatown",280,13385490,"Chinatown"
"410m","Telok Ayer",410,13385490,"Chinatown"
"880m","Chinatown",880,13385490,"Chinatown"
"46m","Heritage Marker SB31 - Squatters & Squalor",46,13385490,"Chinatown"
"68m","Heading Home (Rickshaw)",68,13385490,"Chinatown"
"97m","NIWADO (TCM) WELLNESS",97,13385490,"Chinatown"
"154m","Orient Health Management",154,13385490,"Chinatown"
"179m","Tai Cha Mixed Veg Rice & Porridge",179,13385490,"Chinatown"
"180m","SL II Muffin",180,13385490,"Chinatown"
"183m","Tang Dynasty Massage & Spa",183,13385490,"Chinatown"
"183m","Traditional Oriental Therapy",183,13385490,"Chinatown"
"184m","Far East Square",184,13385490,"Chinatown"
"187m","Jamae Mosque",187,13385490,"Chinatown"
"22.8km","Singapore Changi Airport",22760,687787,"Chinatown"
"30km","Woodlands Train Checkpoint",29950,687787,"Chinatown"
"340m","Chinatown",340,687787,"Chinatown"
"390m","Telok Ayer",390,687787,"Chinatown"
"820m","Chinatown",820,687787,"Chinatown"
"88m","Heading Home (Rickshaw)",88,687787,"Chinatown"
"89m","Heritage Marker SB31 - Squatters & Squalor",89,687787,"Chinatown"
"125m","Far East Square",125,687787,"Chinatown"
"139m","NIWADO (TCM) WELLNESS",139,687787,"Chinatown"
"145m","Le Spa",145,687787,"Chinatown"
"152m","Hi-ball Management",152,687787,"Chinatown"
"153m","Tang Dynasty Massage & Spa",153,687787,"Chinatown"
"153m","Traditional Oriental Therapy",153,687787,"Chinatown"
"185m","Puay Heng Noodles",185,687787,"Chinatown"
"191m","Orient Health Management",191,687787,"Chinatown"
"21.5km","Singapore Changi Airport",21500,95443976,"Singapore River"
"22.6km","Woodlands Train Checkpoint",22560,95443976,"Singapore River"
"440m","Clarke Quay",440,95443976,"Singapore River"
"590m","Chinatown",590,95443976,"Singapore River"
"410m","Boat Quay",410,95443976,"Singapore River"
"1.7km","Singapore River",1740,95443976,"Singapore River"
"22m","The Merry Lion Comedy Cafe And Bar",22,95443976,"Singapore River"
"66m","Rabbar Entertainment",66,95443976,"Singapore River"
"112m","Shen Nong Spa",112,95443976,"Singapore River"
"129m","Elgin Bridge",129,95443976,"Singapore River"
"131m","Singapore River Festival",131,95443976,"Singapore River"
"146m","Sabaai Sabaai Thai Massage",146,95443976,"Singapore River"
"192m","Fingerwork",192,95443976,"Singapore River"
"203m","Kraven",203,95443976,"Singapore River"
"207m","Singapore River",207,95443976,"Singapore River"
"210m","SG Eat About",210,95443976,"Singapore River"
"21.5km","Singapore Changi Airport",21520,4065550,"Singapore River"
"29.8km","Woodlands Train Checkpoint",29810,4065550,"Singapore River"
"570m","Raffles Place",570,4065550,"Singapore River"
"610m","Clarke Quay",610,4065550,"Singapore River"
"160m","Boat Quay",160,4065550,"Singapore River"
"1.9km","Singapore River",1900,4065550,"Singapore River"
"3m","Raffles' Landing Site",3,4065550,"Singapore River"
"74m","Asian Civilisations Museum",74,4065550,"Singapore River"
"81m","Singapore River",81,4065550,"Singapore River"
"113m","Empress Place Building",113,4065550,"Singapore River"
"116m","Victoria Concert Hall",116,4065550,"Singapore River"
"119m","Black Statue of Raffles",119,4065550,"Singapore River"
"123m","The Arts House",123,4065550,"Singapore River"
"131m","Deng Xiaoping Monument",131,4065550,"Singapore River"
"164m","Sabaai Sabaai Thai Massage",164,4065550,"Singapore River"
"165m","Singapore Symphony Orchestra",165,4065550,"Singapore River"
"19.4km","Singapore Changi Airport",19420,53481177,"Little India"
"20.9km","Woodlands Train Checkpoint",20860,53481177,"Little India"
"1km","Farrer Park",1020,53481177,"Little India"
"1.9km","Promenade",1890,53481177,"Little India"
"760m","Little India",760,53481177,"Little India"
"209m","Post-Museum",209,53481177,"Little India"
"249m","Singapore Footprints",249,53481177,"Little India"
"258m","Church of True Light",258,53481177,"Little India"
"280m","Kampong Kapor Methodist Church",280,53481177,"Little India"
"314m","Abdul Gaffoor Mosque",314,53481177,"Little India"
"321m","Our Lady of Lourdes Church",321,53481177,"Little India"
"323m","Masjid Abdul Gafoor",323,53481177,"Little India"
"335m","Tools of Old Singapore",335,53481177,"Little India"
"378m","Putian Tiandao Church",378,53481177,"Little India"
"416m","Amrita Ayurveda and Yoga",416,53481177,"Little India"
"20.5km","Singapore Changi Airport",20480,28832429,"Lavender"
"24.8km","Woodlands Train Checkpoint",24770,28832429,"Lavender"
"370m","Bendemeer MRT",370,28832429,"Lavender"
"800m","Lavender",800,28832429,"Lavender"
"620m","Lavender",620,28832429,"Lavender"
"199m","Thekchen Choling",199,28832429,"Lavender"
"268m","Wellaholic (Lavender Outlet)",268,28832429,"Lavender"
"281m","Boulder+",281,28832429,"Lavender"
"286m","Jalan Besar Stadium",286,28832429,"Lavender"
"332m","Jalan Besar Swimming Complex",332,28832429,"Lavender"
"339m","Soon Kee Boneless Lor Duck Rice",339,28832429,"Lavender"
"453m","Sushi Bee",453,28832429,"Lavender"
"485m","Petain Road",485,28832429,"Lavender"
"542m","Sri Manmatha Karuneshvarar Temple",542,28832429,"Lavender"
"553m","Putian Tiandao Church",553,28832429,"Lavender"
"20.9km","Singapore Changi Airport",20880,17492237,"Lavender"
"22.5km","Woodlands Train Checkpoint",22510,17492237,"Lavender"
"570m","Boon Keng",570,17492237,"Lavender"
"740m","Farrer Park",740,17492237,"Lavender"
"1.2km","Lavender",1250,17492237,"Lavender"
"251m","Sri Vadapathira Kaliamman Temple",251,17492237,"Lavender"
"265m","The Golden Space",265,17492237,"Lavender"
"306m","Central Sikh Temple",306,17492237,"Lavender"
"351m","Kinetics Climbing Gym",351,17492237,"Lavender"
"363m","Leong San See Temple",363,17492237,"Lavender"
"373m","Sakya Muni Buddha Gaya Temple",373,17492237,"Lavender"
"381m","Deepavali Celebrations",381,17492237,"Lavender"
"463m","Thekchen Choling",463,17492237,"Lavender"
"483m","Petain Road",483,17492237,"Lavender"
"529m","Sri Srinivasa Perumal Temple",529,17492237,"Lavender"
"19.4km","Singapore Changi Airport",19410,57120080,"Lavender"
"22.9km","Woodlands Train Checkpoint",22850,57120080,"Lavender"
"640m","Farrer Park",640,57120080,"Lavender"
"1.3km","Lavender",1290,57120080,"Lavender"
"190m","Sri Vadapathira Kaliamman Temple",190,57120080,"Lavender"
"204m","The Golden Space",204,57120080,"Lavender"
"293m","Kinetics Climbing Gym",293,57120080,"Lavender"
"302m","Leong San See Temple",302,57120080,"Lavender"
"314m","Sakya Muni Buddha Gaya Temple",314,57120080,"Lavender"
"319m","Deepavali Celebrations",319,57120080,"Lavender"
"324m","Central Sikh Temple",324,57120080,"Lavender"
"447m","Petain Road",447,57120080,"Lavender"
"464m","Thekchen Choling",464,57120080,"Lavender"
"477m","Sri Srinivasa Perumal Temple",477,57120080,"Lavender"
"18.2km","Singapore Changi Airport",18190,2509074,"Singapore River"
